#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C
928,Wes Benjamin,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Cole Irvin,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,Justin Dunn,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,T.J. Zeuch,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,Jacob Webb,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Trevor Richards,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Cal Quantrill,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,A.J. Puk,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Dean Kremer,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Dane Dunning,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,Patrick Sandoval,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Bryan Garcia,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Jorge Alcala,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Aaron Civale,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,Devin Smeltzer,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Ryan Hendrix,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,Bernardo Flores Jr.,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,David Bednar,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,JoJo Romero,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Sean Poppen,PIT,0,-0.2,0,-0.1,0.0,0,0,0,-16.78,0,-5.72,-3.88,0,0
948,Jordan Hicks,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Matt Foster,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Gregory Soto,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Jordan Sheffield,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Kyle Cody,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Kodi Whitley,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Anthony Bender,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Jonathan Loaisiga,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Seth Elledge,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Will Vest,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Anthony Castro,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Darwinzon Hernandez,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,Michael King,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Brandon Bielak,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Griffin Canning,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Kevin Ginkel,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Tanner Houck,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Alex Lange,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Trevor Stephan,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Ljay Newsome,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Zach Plesac,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Tyler Wells,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,Wyatt Mills,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Bailey Falter,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,James Karinchak,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Nick Nelson,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Ty Tice,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Zach Pop,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Garrett Whitlock,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,Ben Bowden,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,Zac Lowther,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,Deivi Garcia,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Andre Scrubb,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Luis Gonzalez,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Brusdar Graterol,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,Ramon Rosso,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,Anthony Kay,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Nick Margevicius,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,Josh Fleming,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,Enoli Paredes,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,Peter Solomon,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,J.B. Bukauskas,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Casey Mize,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Kyle Nelson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,Nick Sandlin,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,Yusei Kikuchi,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Eduard Bazardo,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Emmanuel Clase,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,Miguel Yajure,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,Brooks Kriske,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Connor Brogdon,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Lucas Gilbreath,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Kris Bubic,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Shane McClanahan,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Daniel Lynch,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Luis Oviedo,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,Gregory Santos,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,Camilo Doval,SFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,John King,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,Aaron Fletcher,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,Mac Sceroler,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Tarik Skubal,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,Chris Rodriguez,LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,Nivaldo Rodriguez,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Carlos Hernandez,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,Luis Patino,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Spencer Howard,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Codi Heuer,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Brett De Geus,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Randy Dobnak,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,Jonathan Stiever,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,Cody Wilson,WSN,0,0,-0.2,0.0,0,0,0,0,0,-5.97,-0.62,0,0,0
1020,Alex Vesia,LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Brady Singer,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Garrett Crochet,CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,Kohei Arihara,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Hyeon-jong Yang,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,Hirokazu Sawamura,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages,1 Page size: select  1025 items in 1 pages
